,adult,genre_ids,id,original_language,original_title,overview,popularity,release_date,title,video,vote_average,vote_count
2892,False,"[18, 53]",11660,en,Following,"Bill, an idle, unemployed aspiring writer, walks the crowded streets of London following randomly chosen strangers, a seemingly innocent entertainment that becomes dangerous when he crosses paths with a mysterious character.",10.971,1999-04-02,Following,False,7.2,1344
2893,False,"[37, 35, 18]",537996,en,The Ballad of Buster Scruggs,"Vignettes weaving together the stories of six individuals in the old West at the end of the Civil War. Following the tales of a sharp-shooting songster, a wannabe bank robber, two weary traveling performers, a lone gold prospector, a woman traveling the West to an uncertain future, and a motley crew of strangers undertaking a carriage ride.",36.848,2018-11-09,The Ballad of Buster Scruggs,False,7.2,3592
2894,False,"[27, 53, 14]",501170,en,Doctor Sleep,"Still irrevocably scarred by the trauma he endured as a child at the Overlook, Dan Torrance has fought to find some semblance of peace. But that peace is shattered when he encounters Abra, a courageous teenager with her own powerful extrasensory gift, known as the 'shine'. Instinctively recognising that Dan shares her power, Abra has sought him out, desperate for his help against the merciless Rose the Hat and her followers.",40.327,2019-10-30,Doctor Sleep,False,7.2,3843
2895,False,"[35, 80, 12]",19123,fr,La Chèvre,"When the boss' unlucky daughter is missing in South America, Campana is sent to watch the boss' most unlucky employee who is sent as a private detective in hopes he can duplicate the daughter's mistakes.",12.439,1981-12-09,La Chèvre,False,7.2,569
2896,False,"[14, 16, 10751, 12]",10150,en,The Last Unicorn,"From a riddle-speaking butterfly, a unicorn learns that she is supposedly the last of her kind, all the others having been herded away by the Red Bull. The unicorn sets out to discover the truth behind the butterfly's words. She is eventually joined on her quest by Schmendrick, a second-rate magician, and Molly Grue, a now middle-aged woman who dreamed all her life of seeing a unicorn. Their journey leads them far from home, all the way to the castle of King Haggard.",14.867,1982-11-19,The Last Unicorn,False,7.2,409
2897,False,"[35, 18, 10749]",6615,en,Lars and the Real Girl,"Extremely shy Lars finds it impossible to make friends or socialize. His brother and sister-in-law worry about him, so when he announces that he has a girlfriend he met on the Internet, they are overjoyed. But Lars' new lady is a life-size plastic woman. On the advice of a doctor, his family and the rest of the community go along with his delusion.",15.758,2007-10-12,Lars and the Real Girl,False,7.2,1572
2898,False,"[18, 10749]",4441,en,Candy,"A poet falls in love with an art student, who gravitates to his bohemian lifestyle — and his love of heroin. Hooked as much on one another as they are on the drug, their relationship alternates between states of oblivion, self-destruction, and despair.",13.821,2006-05-25,Candy,False,7.2,543
2899,False,"[14, 18, 35, 10749, 10751]",2280,en,Big,When a young boy makes a wish at a carnival machine to be big—he wakes up the following morning to find that it has been granted and his body has grown older overnight. But he is still the same 13-year-old boy inside. Now he must learn how to cope with the unfamiliar world of grown-ups including getting a job and having his first romantic encounter with a woman.,19.601,1988-06-03,Big,False,7.2,3200
2900,False,"[28, 16, 14]",323027,en,Justice League: Gods and Monsters,"In an alternate universe, very different versions of DC's Trinity fight against the government after they are framed for an embassy bombing.",22.283,2015-06-18,Justice League: Gods and Monsters,False,7.2,516
2901,False,"[28, 16, 12]",89636,ja,ドラゴンボール 超サイヤ人絶滅計画,"Dr. Raichi is one of the only survivors of the Tuffles, a race that once lived on Planet Plant before the coming of the Saiyans. The Saiyans not only massacred the entire Tuffle race, but also stole their technology and conquered the planet, renaming it Planet Vegeta in honor of their king. Raichi managed to escape with a capsule and found refuge on the Dark Planet, a world at the end of the universe. His only wish is to eradicate the last remaining Saiyans.",22.153,2010-11-11,Dragon Ball Z: Plan to Eradicate the Super Saiyans,False,7.2,258
2902,False,"[28, 80, 53]",2153,en,The Driver,The Driver specializes in driving getaway cars for robberies. His exceptional talent has prevented him from being caught yet. After another successful flight from the police a self-assured detective makes it his primary goal to catch the Driver. He promises pardons to a gang if they help to convict him in a set-up robbery. The Driver seeks help from The Player to mislead the detective.,10.974,1978-06-08,The Driver,False,7.2,360
2903,False,"[10752, 28, 18, 36]",505954,ru,Т-34,"In 1944, a courageous group of Russian soldiers managed to escape from German captivity in a half-destroyed legendary T-34 tank. Those were the times of unforgettable bravery, fierce fighting, unbreakable love, and legendary miracles.",13.883,2018-12-27,T-34,False,7.2,756
2904,False,[18],254172,en,Fathers and Daughters,"A Pulitzer-winning writer grapples with being a widower and father after a mental breakdown, while, 27 years later, his grown daughter struggles to forge connections of her own.",13.561,2015-10-01,Fathers and Daughters,False,7.2,906
2905,False,"[10751, 16]",129533,en,Barbie: The Princess & The Popstar,"Tori is a blonde princess who is bored of living her royal life, and has dreams of becoming a popstar. Keira, on the other hand, is a brunette popstar who dreams of being a princess. When the two meet, they magically trade places, but after realising it is best to be themselves.",24.274,2012-09-13,Barbie: The Princess & The Popstar,False,7.2,540
2906,False,"[12, 16, 14]",15283,ja,平成狸合戦ぽんぽこ,"The Raccoons of the Tama Hills are being forced from their homes by the rapid development of houses and shopping malls. As it becomes harder to find food and shelter, they decide to band together and fight back. The Raccoons practice and perfect the ancient art of transformation until they are even able to appear as humans in hilarious circumstances.",23.688,1994-07-16,Pom Poko,False,7.2,871
2907,False,"[18, 10402]",10373,en,Quadrophenia,"Based on the 1973 rock opera album of the same name by The Who, this is the story of 60s teenager Jimmy. At work he slaves in a dead-end job. While after, he shops for tailored suits and rides his scooter as part of the London Mod scene.",15.972,1979-09-14,Quadrophenia,False,7.2,217
2908,False,[9648],4192,en,Death on the Nile,"As Hercule Poirot enjoys a luxurious cruise down the Nile, a newlywed heiress is found murdered on board. Can Poirot identify the killer before the ship reaches the end of its journey?",18.835,1978-09-29,Death on the Nile,False,7.2,659
2909,False,"[35, 28, 12]",567604,en,Once Upon a Deadpool,"A kidnapped Fred Savage is forced to endure Deadpool's PG-13 rendition of Deadpool 2 as a Princess Bride-esque story that's full of magic, wonder & zero F's.",34.547,2018-12-11,Once Upon a Deadpool,False,7.1,632
2910,False,"[10752, 18, 53]",336050,hu,Saul fia,"In the horror of 1944 Auschwitz, a prisoner forced to burn the corpses of his own people finds moral survival trying to save from the flames the body of a boy he takes for his son.",9.474,2015-06-11,Son of Saul,False,7.1,952
2911,False,[18],109410,en,42,"The powerful story of Jackie Robinson, the legendary baseball player who broke Major League Baseball’s color barrier when he joined the roster of the Brooklyn Dodgers. The film follows the innovative Dodgers’ general manager Branch Rickey, the MLB executive who first signed Robinson to the minors and then helped to bring him up to the show.",21.925,2013-04-12,42,False,7.1,1609
2912,False,"[28, 18, 10752, 36, 12]",522162,en,Midway,"The story of the Battle of Midway, and the leaders and soldiers who used their instincts, fortitude and bravery to overcome massive odds.",39.883,2019-11-06,Midway,False,7.1,2185
2913,False,"[16, 10751]",285733,en,Barbie and the Secret Door,"It's the ultimate fairytale musical! Barbie stars as Alexa, a shy princess who discovers a secret door in her kingdom and enters a whimsical land filled with magical creatures and surprises. Inside, Alexa meets Romy and Nori, a mermaid and a fairy, who explain that a spoiled ruler named Malucia is trying to take all the magic in the land. To her surprise, Alexa has magical powers in this world, and her new friends are certain that only she can restore their magic. Discover what happens when Alexa finds the courage to stand up for what's right and learns that the power of friendship is far more precious than magic.",9.986,2014-08-30,Barbie and the Secret Door,False,7.1,352
2914,False,"[18, 10751, 10749]",14859,en,Keith,"Natalie is high school royalty, but her queen bee status falls apart when she falls for the new guy at school. Although Keith ignores her at first, they soon become friends -- even though Natalie suspects that Keith has something to hide. As the free-spirited Keith shows Natalie how to embrace what life offers, they grow closer -- until a secret tests the bounds of their relationship",9.455,2008-09-13,Keith,False,7.1,411
2915,False,"[28, 53, 10752, 18]",460555,zh,红海行动,"A squad of the Jiaolong Commando Unit - Sea Dragon, a spec ops team of the Chinese Navy, carries out a hostage rescue operation in the nation of Yewaire, on the Arabian Peninsula, and fiercely fights against local rebel groups and Zaka, a terrorist organization.",24.6,2018-02-16,Operation Red Sea,False,7.1,224
2916,False,"[10770, 35, 10749]",447061,en,Red Nose Day Actually,"Fourteen years after the events of the first film, a series of encounters between people in Britain reminds us that in these different times Love, actually exists.",12.103,2017-03-24,Red Nose Day Actually,False,7.1,235
2917,False,"[10752, 18, 53]",334517,en,The Siege of Jadotville,Irish Commandant Pat Quinlan leads a stand off with troops against French and Belgian Mercenaries in the Congo during the early 1960s.,13.844,2016-09-19,The Siege of Jadotville,False,7.1,767
